連結:,https://www.agoda.com/zh-tw/fulwon-hotel/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,2419.03
 
飯店名稱:,麻雀巢行旅 (Sparrow Hotel)
位置:,中區
星級:,3.0
連結:,https://www.agoda.com/zh-tw/talmud-business-hotel-zhong-shan/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,1860.26
 
飯店名稱:,葉綠宿站前館-川閱 (Green Hotel - Midori)
位置:,中區
星級:,3.0
連結:,https://www.agoda.com/zh-tw/green-hotel-midori/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,2745.0
 
飯店名稱:,水雲端旗艦概念旅館 (Icloud Luxury Resort and Hotel)
位置:,逢甲
星級:,0.0
連結:,https://www.agoda.com/zh-tw/icloud-luxury-resort-and-hotel/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,4122.0
 
飯店名稱:,台中拓程商旅 (The Galerie Hotel)
位置:,逢甲
星級:,3.0
連結:,https://www.agoda.com/zh-tw/the-galerie-hotel_4/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,3217.81
 
飯店名稱:,塔木德酒店Classic 台中台中館 (Talmud Hotel Taichung)
位置:,西屯區
星級:,4.0
連結:,https://www.agoda.com/zh-tw/talmud-business-hotel-yuan-de/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,3475.0
 
飯店名稱:,雀客旅館台中黎明 (CHECK inn Taichung LiMing)
位置:,逢甲
星級:,3.5
連結:,https://www.agoda.com/zh-tw/lumi-hotel/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,3411.48
 
飯店名稱:,MINI HOTELS - 台中火車站館 (MINI HOTELS (Taichung Station Branch))
位置:,東區
星級:,3.5
連結:,https://www.agoda.com/zh-tw/mini-hotels-taichung-station-branch/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,這天已經沒有空房了！
 
飯店名稱:,雀客旅館台中青海 (CHECK inn Taichung Qinghai)
位置:,逢甲
星級:,4.0
連結:,https://www.agoda.com/zh-tw/check-inn-taichung-qinghai-quarantine-hotel/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,2838.63
 
飯店名稱:,春樹商旅 (Spring's Rhapsody Hotel)
位置:,西區
星級:,3.5
連結:,https://www.agoda.com/zh-tw/spring-s-rhapsody-hotel/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,2756.88
 
飯店名稱:,雀客旅館台中文心中清 (CHECK inn Taichung Wenxin Zhongqing)
位置:,北區
星級:,3.0
連結:,https://www.agoda.com/zh-tw/yong-yue-hotel/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,2412.03
 
飯店名稱:,雲端商務旅館 (The Cloud Hotel)
位置:,中區
星級:,3.0
連結:,https://www.agoda.com/zh-tw/the-cloud-hotel/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,2748.2
 
飯店名稱:,葉綠宿-茶覺旅 (Green Hotel-Tea Way)
位置:,中區
星級:,3.0
連結:,https://www.agoda.com/zh-tw/fm-hotel_2/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,3799.81
 
飯店名稱:,雀客快捷台中逢甲 (CHECK inn Express Taichung Fengchia)
位置:,逢甲
星級:,3.0
連結:,https://www.agoda.com/zh-tw/le-parker-taichung_3/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,2592.55
 
飯店名稱:,台中鳳凰酒店 (Phoenix Hotel Taichung)
位置:,中區
星級:,5.0
連結:,https://www.agoda.com/zh-tw/phoenix-hotel-taichung/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,5099.4
 
飯店名稱:,逢甲隱和旅 (Fengchia INNK Hotel)
位置:,逢甲
星級:,3.0
連結:,https://www.agoda.com/zh-tw/fengchia-innk-hotel/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,這天已經沒有空房了！
 
飯店名稱:,草悟道文旅 (Calligraphy Greenway Hotel)
位置:,西區
星級:,3.0
連結:,https://www.agoda.com/zh-tw/calligraphy-greenway-hotel/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,2060.8
 
飯店名稱:,台中逢甲文華道 (Taichung Fengjia In One City Inn)
位置:,逢甲
星級:,4.0
連結:,https://www.agoda.com/zh-tw/taichung-fengjia-in-one-city-inn/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,這天已經沒有空房了！
 
飯店名稱:,兆品酒店 - 品臻樓 (Maison de Chine – Pin Chen Building)
位置:,北屯區
星級:,4.0
連結:,https://www.agoda.com/zh-tw/maison-de-chine-pin-chen-building/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,3192.75
 
飯店名稱:,長榮桂冠酒店 - 台中 (Evergreen Laurel Hotel Taichung)
位置:,西屯區
星級:,5.0
連結:,https://www.agoda.com/zh-tw/evergreen-laurel-hotel-taichung/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,5977.79
 
飯店名稱:,永豐棧酒店 (Tempus Hotel)
位置:,西屯區
星級:,5.0
連結:,https://www.agoda.com/zh-tw/tempus-hotel-taichung_3/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,4453.36
 
飯店名稱:,台中愛戀旅店 (Taichung Amour Hotel)
位置:,北區
星級:,3.0
連結:,https://www.agoda.com/zh-tw/taichung-amour-hotel_2/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,1878.3
 
飯店名稱:,愛麗絲國際大飯店 (Aeris International Hotel)
位置:,西區
星級:,4.0
連結:,https://www.agoda.com/zh-tw/aeris-international-hotel/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,3280.0
 
飯店名稱:,卡爾登飯店台中館 (The Carlton (Taichung))
位置:,西區
星級:,4.0
連結:,https://www.agoda.com/zh-tw/the-carlton-taichung/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,3267.0
 
飯店名稱:,雀客藏居台中大墩 (CHECK inn Select Taichung Dadun)
位置:,西屯區
星級:,5.0
連結:,https://www.agoda.com/zh-tw/tempus-hotel-da-dun/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,4546.85
 
飯店名稱:,中科大飯店 (Zhong Ke Hotel)
位置:,北屯區
星級:,4.0
連結:,https://www.agoda.com/zh-tw/zhong-ke-hotel/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,3373.34
 
飯店名稱:,台中新幹線花園酒店 (Taichung Shinkansen Grand Hotel)
位置:,南屯區
星級:,4.0
連結:,https://www.agoda.com/zh-tw/shinkansen-grand-hotel/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,3280.0
 
飯店名稱:,承億文旅 台中鳥日子 (Hotelday Taichung)
位置:,西區
星級:,4.0
連結:,https://www.agoda.com/zh-tw/hotelday-taichung/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,2952.87
 
飯店名稱:,承攜行旅-台中自由館 (Guide Hotel Taichung Ziyou)
位置:,中區
星級:,4.0
連結:,https://www.agoda.com/zh-tw/moving-star-hotel/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,4103.41
 
飯店名稱:,金滿家大飯店 (Jin Man Jia Hotel)
位置:,北區
星級:,3.0
連結:,https://www.agoda.com/zh-tw/jin-man-jia-hotel/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,2653.17
 
飯店名稱:,嬉行旅 (Hotel Si)
位置:,西區
星級:,3.0
連結:,https://www.agoda.com/zh-tw/hotel-si/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,4000.83
 
飯店名稱:,企業家大飯店 (The Enterpriser Hotel)
位置:,東區
星級:,4.0
連結:,https://www.agoda.com/zh-tw/the-enterpriser-hotel/hotel/taichung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&isCityHaveAsq=false&los=10&checkin=2023-11-20
價格:,1725.0
 
飯店名稱:,歐菲旅店 (Old Friend Hotel)
位置:,西區
星級:,3.0
